region,solar,wind,hours,years,inter,intra,std,mean
NYISO,0.0,0.5,-1,16,9.128753431069429,1.8476487882381303,9.327821662950576,156.75512817786526
NYISO,0.25,0.0,-1,16,6.890246727951296,3.687132446555202,7.954629366456048,150.69862780292584
NYISO,0.25,0.25,-1,16,6.6342437008112585,4.072894688015826,7.911613095373236,137.62713440713722
NYISO,0.25,0.5,-1,16,6.190783297560152,4.676456610717169,7.897017152983523,131.75592732184504
NYISO,0.5,0.0,-1,16,6.631080636663135,3.9596734262153586,7.879741239615461,150.07264334183662
NYISO,0.5,0.25,-1,16,6.348997724489755,4.460241473339273,7.919064564085315,136.38849981491873
NYISO,0.5,0.5,-1,16,5.81544047648457,5.001398866512042,7.824130193071026,130.2518422934565
NYISO,0.0,0.0,-1,13,6.719462512704309,1.2123466792937778,6.838065872201773,171.30420225615762
NYISO,0.0,0.25,-1,13,8.513367489097275,1.5362868489929464,8.690213394734458,161.5944484454399
NYISO,0.0,0.5,-1,13,8.846688502032315,1.8720279575365453,9.059555238887285,157.3229409203579
NYISO,0.25,0.0,-1,13,5.69269313188132,3.8277119507484185,6.9858998309321425,151.46347453676634
NYISO,0.25,0.25,-1,13,6.2816918230797745,4.107263939613518,7.654136084640729,138.46622539111502
NYISO,0.25,0.5,-1,13,5.78044020669232,4.710950854934984,7.6312511028961,133.0702485148561
NYISO,0.5,0.0,-1,13,5.531071076360359,4.03845782934302,6.957129342716123,150.83463668595084
NYISO,0.5,0.25,-1,13,6.0767506487462075,4.44593173747883,7.69554739345244,137.3057355170045
NYISO,0.5,0.5,-1,13,5.386627315818906,5.08171355086812,7.593740692241721,131.55633356850137
